disclosure,time,valence,arousal
P02_self_disclosure_pos1.wav,0,50,50
P02_self_disclosure_pos1.wav,1,50,50
P02_self_disclosure_pos1.wav,2,50,50
P02_self_disclosure_pos1.wav,3,50,49
P02_self_disclosure_pos1.wav,4,50,47
P02_self_disclosure_pos1.wav,5,50,47
P02_self_disclosure_pos1.wav,6,50,44.666666666666664
P02_self_disclosure_pos1.wav,7,50,44
P02_self_disclosure_pos1.wav,8,50,40
P02_self_disclosure_pos1.wav,9,50,35.666666666666664
P02_self_disclosure_pos1.wav,10,50,33
P02_self_disclosure_pos1.wav,11,50,29.666666666666668
P02_self_disclosure_pos1.wav,12,49.333333333333336,26
P02_self_disclosure_pos1.wav,13,48,23.666666666666668
P02_self_disclosure_pos1.wav,14,46,21
P02_self_disclosure_pos1.wav,15,47,19.333333333333332
P02_self_disclosure_pos1.wav,16,47.666666666666664,19.333333333333332
P02_self_disclosure_pos1.wav,17,49.666666666666664,19.333333333333332
P02_self_disclosure_pos1.wav,18,50.666666666666664,20
P02_self_disclosure_pos1.wav,19,51.666666666666664,22.333333333333332
P02_self_disclosure_pos1.wav,20,51.666666666666664,24.666666666666668
P02_self_disclosure_pos1.wav,21,52,27.666666666666668
P02_self_disclosure_pos1.wav,22,52,30
P02_self_disclosure_pos1.wav,23,52,31.666666666666668
P02_self_disclosure_pos1.wav,24,52,31.666666666666668
P02_self_disclosure_pos1.wav,25,51.333333333333336,32
P02_self_disclosure_pos1.wav,26,50,33.333333333333336
P02_self_disclosure_pos1.wav,27,50.666666666666664,36.333333333333336
P02_self_disclosure_pos1.wav,28,51.666666666666664,36.333333333333336
P02_self_disclosure_pos1.wav,29,51.666666666666664,38.333333333333336
P02_self_disclosure_pos1.wav,30,52,38.333333333333336
P02_self_disclosure_pos1.wav,31,52,38.666666666666664
P02_self_disclosure_pos1.wav,32,52,38.666666666666664
P02_self_disclosure_pos1.wav,33,52.666666666666664,38.666666666666664
P02_self_disclosure_pos1.wav,34,52.333333333333336,38.666666666666664
P02_self_disclosure_pos1.wav,35,51,37.333333333333336
P02_self_disclosure_pos1.wav,36,49,35.333333333333336
P02_self_disclosure_pos1.wav,37,46.666666666666664,35.666666666666664
P02_self_disclosure_pos1.wav,38,44.333333333333336,35.333333333333336
P02_self_disclosure_pos1.wav,39,41.666666666666664,35.333333333333336
P02_self_disclosure_pos1.wav,40,41.666666666666664,35.333333333333336
P02_self_disclosure_pos1.wav,41,41.333333333333336,34.333333333333336
P02_self_disclosure_pos1.wav,42,41.666666666666664,34.333333333333336
P02_self_disclosure_pos1.wav,43,41.666666666666664,35.333333333333336
P02_self_disclosure_pos1.wav,44,41.333333333333336,36
P02_self_disclosure_pos1.wav,45,41.333333333333336,37
P02_self_disclosure_pos1.wav,46,41.333333333333336,37.333333333333336
P02_self_disclosure_pos1.wav,47,41.333333333333336,37.333333333333336
P02_self_disclosure_pos1.wav,48,40.666666666666664,38
P02_self_disclosure_pos1.wav,49,40.666666666666664,39.333333333333336
P02_self_disclosure_pos1.wav,50,40.666666666666664,39.333333333333336
P02_self_disclosure_pos1.wav,51,40.666666666666664,39.333333333333336
P02_self_disclosure_pos1.wav,52,40.666666666666664,39.333333333333336
P02_self_disclosure_pos1.wav,53,40.666666666666664,39.333333333333336
P02_self_disclosure_pos1.wav,54,40.666666666666664,39.333333333333336
P02_self_disclosure_pos1.wav,55,40.666666666666664,39.333333333333336
P02_self_disclosure_pos1.wav,56,40.666666666666664,39.333333333333336
P02_self_disclosure_pos1.wav,57,40.666666666666664,39.666666666666664
P02_self_disclosure_pos1.wav,58,40.666666666666664,41
P02_self_disclosure_pos1.wav,59,41.333333333333336,41.666666666666664
P02_self_disclosure_pos1.wav,60,42.333333333333336,43.333333333333336
P02_self_disclosure_pos1.wav,61,42.333333333333336,45.333333333333336
P02_self_disclosure_pos1.wav,62,42.666666666666664,49
P02_self_disclosure_pos1.wav,63,42.666666666666664,49
P02_self_disclosure_pos1.wav,64,42.666666666666664,50
P02_self_disclosure_pos1.wav,65,42.666666666666664,50
P02_self_disclosure_pos1.wav,66,42.666666666666664,50
P02_self_disclosure_pos1.wav,67,42.666666666666664,48.333333333333336
P02_self_disclosure_pos1.wav,68,42.666666666666664,46
P02_self_disclosure_pos1.wav,69,42.666666666666664,43.333333333333336
P02_self_disclosure_pos1.wav,70,42.666666666666664,40.666666666666664
P02_self_disclosure_pos1.wav,71,42.666666666666664,40.666666666666664
P02_self_disclosure_pos1.wav,72,42.666666666666664,40
P02_self_disclosure_pos1.wav,73,42.666666666666664,40
P02_self_disclosure_pos1.wav,74,42.666666666666664,40
P02_self_disclosure_pos1.wav,75,43.333333333333336,40
P02_self_disclosure_pos1.wav,76,43.333333333333336,40
P02_self_disclosure_pos1.wav,77,44,41.333333333333336
P02_self_disclosure_pos1.wav,78,44,42.666666666666664
P02_self_disclosure_pos1.wav,79,43.666666666666664,42.666666666666664
P02_self_disclosure_pos1.wav,80,42.666666666666664,42.666666666666664
P02_self_disclosure_pos1.wav,81,42.666666666666664,42.666666666666664
P02_self_disclosure_pos1.wav,82,42.666666666666664,42.666666666666664
P02_self_disclosure_pos1.wav,83,42.666666666666664,42.666666666666664
P02_self_disclosure_pos1.wav,84,42.666666666666664,42.666666666666664
P02_self_disclosure_pos1.wav,85,42.666666666666664,42.666666666666664
P02_self_disclosure_pos1.wav,86,43.333333333333336,42.666666666666664
P02_self_disclosure_pos1.wav,87,42.666666666666664,44
P02_self_disclosure_pos1.wav,88,43,44
P02_self_disclosure_pos1.wav,89,44.666666666666664,44.333333333333336
P02_self_disclosure_pos1.wav,90,46,46.333333333333336
P02_self_disclosure_pos1.wav,91,46.666666666666664,50.333333333333336
P02_self_disclosure_pos1.wav,92,48,51.333333333333336
P02_self_disclosure_pos1.wav,93,49.333333333333336,52.666666666666664
P02_self_disclosure_pos1.wav,94,50.666666666666664,52.666666666666664
